id	Site	Viral Taxonomy
81	Lau_Basin_Tahi_Moana_k95_242780_flag=0_multi=112.8187_len=17907	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
81	Lau_Basin_Abe_vRhyme_bin_107	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
81	Lau_Basin_Tui_Malila_vRhyme_bin_29	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
82	Brothers_NWCB_S140_NODE_17344_length_4932_cov_0.905307	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
82	Brothers_NWCB_S146_NODE_15502_length_5639_cov_1.698839	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
82	ELSC_Vai_Lili_V2_vRhyme_bin_10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
82	Brothers_NWCB_S141_vRhyme_bin_12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
82	ELSC_Tui_Malila_134-614_vRhyme_bin_19	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
82	ELSC_Mariner_M17_vRhyme_bin_262	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
83	Lau_Basin_Tui_Malila_k95_632529_flag=1_multi=5.0000_len=4285	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
83	Lau_Basin_Tahi_Moana_vRhyme_bin_12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
83	Lau_Basin_Abe_vRhyme_bin_17	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
83	Lau_Basin_Kilo_Moana_vRhyme_bin_2	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
83	Lau_Basin_Tahi_Moana_vRhyme_bin_51	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
83	Lau_Basin_Abe_vRhyme_bin_6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
84	Brothers_Diffuse_S009_NODE_10963_length_2262_cov_1.373302	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
84	ELSC_Mariner_M10_NODE_42059_length_2087_cov_0.931122	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
84	ELSC_Mariner_M17_NODE_293_length_49626_cov_20.974808	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
84	Brothers_UC_S010_vRhyme_bin_110	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
84	Brothers_UC_S010_vRhyme_bin_123	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
84	Brothers_Diffuse_S009_vRhyme_bin_5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
85	Brothers_NWCA_S145_NODE_5400_length_7107_cov_3.083381	#N/A
85	ELSC_Bowl_M2_NODE_99540_length_2472_cov_17.960341	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
85	ELSC_Mariner_131-447_scaffold_2878_c1	#N/A
85	ELSC_Bowl_M1_vRhyme_bin_12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
85	ELSC_Mariner_131-447_vRhyme_bin_162	#N/A
85	ELSC_Mariner_131-447_vRhyme_bin_92	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
86	Lau_Basin_Kilo_Moana_k95_1102300_flag=0_multi=29.9877_len=1231	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
86	Lau_Basin_Tahi_Moana_k95_412328_flag=0_multi=9.7956_len=4861	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
86	Lau_Basin_Tui_Malila_k95_405534_flag=0_multi=5.0227_len=10850	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
86	Lau_Basin_Tahi_Moana_vRhyme_bin_113	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
86	Lau_Basin_Kilo_Moana_vRhyme_bin_185	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
86	Lau_Basin_Abe_vRhyme_bin_88	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
87	Lau_Basin_Tui_Malila_k95_345891_flag=0_multi=17.0067_len=10984	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
87	Lau_Basin_Abe_vRhyme_bin_114	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
87	Lau_Basin_Abe_vRhyme_bin_45	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
87	Lau_Basin_Kilo_Moana_vRhyme_bin_60	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
87	Lau_Basin_Tahi_Moana_vRhyme_bin_62	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
87	Guaymas_Basin_vRhyme_bin_68	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
88	ELSC_Tui_Malila_T2_NODE_185878_length_1992_cov_3.104558	#N/A
88	ELSC_Tui_Malila_T2_vRhyme_bin_115	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
88	ELSC_Tui_Malila_T2_vRhyme_bin_116	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
88	ELSC_Tui_Malila_T2_vRhyme_bin_117	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
88	ELSC_Tui_Malila_T2_vRhyme_bin_119	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
88	ELSC_Tui_Malila_132-544_vRhyme_bin_57	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
89	Guaymas_4561-380_scaffold_15579_c1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
89	Guaymas_4561-384_vRhyme_bin_117	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
89	Guaymas_4561-384_vRhyme_bin_16	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
89	Guaymas_4559-240_vRhyme_bin_45	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
89	Guaymas_4561-384_vRhyme_bin_72	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
89	Guaymas_4561-380_vRhyme_bin_86	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
90	ELSC_Tui_Malila_T10_NODE_21085_length_3711_cov_11.152623	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
90	ELSC_Tui_Malila_T2_NODE_37219_length_4857_cov_3.392812	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
90	ELSC_Mariner_M17_vRhyme_bin_119	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
90	Brothers_NWCA_S144_vRhyme_bin_53	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
90	ELSC_Tui_Malila_T10_vRhyme_bin_68	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
90	ELSC_Tui_Malila_T11_vRhyme_bin_81	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
91	ELSC_Abe_A1_NODE_229175_length_1392_cov_15.289328	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
91	ELSC_Abe_A3_NODE_301353_length_1454_cov_3.530520	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
91	ELSC_Tui_Malila_134-614_scaffold_21362_c1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
91	ELSC_Tui_Malila_T10_NODE_27076_length_3250_cov_17.812360	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
91	ELSC_Tui_Malila_T11_NODE_34889_length_3231_cov_2.093106	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
91	ELSC_Tui_Malila_T2_vRhyme_bin_138	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
92	ELSC_Tui_Malila_134-614_scaffold_109056_c1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
92	ELSC_Abe_A1_vRhyme_bin_120	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
92	ELSC_Abe_A1_vRhyme_bin_127	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
92	ELSC_Bowl_M2_vRhyme_bin_176	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
92	ELSC_Mariner_M17_vRhyme_bin_225	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
92	ELSC_Tui_Malila_T2_vRhyme_bin_5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
93	ELSC_Bowl_M2_NODE_6204_length_12859_cov_13.517908	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
93	ELSC_Mariner_131-447_scaffold_979_c1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
93	MAR_Rainbow_354-166_vRhyme_bin_124	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
93	MAR_Rainbow_354-166_vRhyme_bin_153	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
93	Brothers_NWCB_S141_vRhyme_bin_9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
93	MAR_Lucky_356-308_vRhyme_bin_9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
94	Brothers_UC_S011_vRhyme_bin_12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
94	Brothers_UC_S011_vRhyme_bin_22	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
94	Brothers_UC_S010_vRhyme_bin_56	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
94	Brothers_UC_S010_vRhyme_bin_58	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
94	Brothers_UC_S010_vRhyme_bin_59	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
94	Guaymas_4571-419_vRhyme_bin_67	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
95	Brothers_NWCB_S139_NODE_130237_length_1779_cov_5.400726	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
95	Brothers_NWCB_S140_vRhyme_bin_133	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
95	ELSC_Abe_128-326_vRhyme_bin_19	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
95	Brothers_NWCB_S146_vRhyme_bin_49	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
95	Brothers_NWCB_S012_vRhyme_bin_76	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
95	Brothers_NWCB_S141_vRhyme_bin_87	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
96	ELSC_Mariner_M17_NODE_11890_length_7641_cov_24.503859	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
96	Brothers_NWCB_S146_vRhyme_bin_45	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
96	Brothers_NWCB_S140_vRhyme_bin_61	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
96	ELSC_Tui_Malila_T2_vRhyme_bin_97	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
96	Brothers_NWCB_S141_vRhyme_bin_99	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
96	ELSC_Vai_Lili_V2_vRhyme_bin_9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
97	ELSC_Mariner_M17_NODE_252_length_53875_cov_14.511033	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
97	MAR_Rainbow_354-166_vRhyme_bin_15	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
97	ELSC_Bowl_M2_vRhyme_bin_225	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
97	Brothers_NWCA_S144_vRhyme_bin_55	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
97	MAR_Lucky_356-308_vRhyme_bin_5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
97	Brothers_NWCA_S144_vRhyme_bin_69	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
98	ELSC_Bowl_M1_NODE_23547_length_1906_cov_2.333895	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
98	ELSC_Bowl_M2_vRhyme_bin_145	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
98	ELSC_Bowl_M2_vRhyme_bin_177	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
98	ELSC_Bowl_M2_vRhyme_bin_178	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
98	ELSC_Bowl_M1_vRhyme_bin_44	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
98	ELSC_Mariner_M10_vRhyme_bin_54	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
99	Lau_Basin_Abe_k95_1147939_flag=0_multi=19.0000_len=6509	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
99	Lau_Basin_Abe_vRhyme_bin_147	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
99	Lau_Basin_Tui_Malila_vRhyme_bin_26	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
99	Lau_Basin_Tui_Malila_vRhyme_bin_3	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
99	Lau_Basin_Tahi_Moana_vRhyme_bin_58	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
99	Lau_Basin_Kilo_Moana_vRhyme_bin_63	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
100	ELSC_Mariner_M17_vRhyme_bin_151	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
100	ELSC_Mariner_M17_vRhyme_bin_185	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
100	ELSC_Tui_Malila_134-614_vRhyme_bin_21	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
100	ELSC_Mariner_M17_vRhyme_bin_264	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
100	Brothers_NWCA_S143_vRhyme_bin_55	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
100	Brothers_NWCA_S143_vRhyme_bin_68	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
101	Brothers_NWCA_S142_NODE_488_length_17678_cov_18.601675	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
101	ELSC_Bowl_M1_NODE_7755_length_3902_cov_1.428609	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
101	ELSC_Mariner_131-447_scaffold_13554_c1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
101	Brothers_UC_S011_vRhyme_bin_19	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
101	ELSC_Mariner_M10_vRhyme_bin_80	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
101	Brothers_NWCA_S145_vRhyme_bin_81	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
102	Lau_Basin_Abe_k95_668381_flag=0_multi=13.3662_len=1990	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
102	Lau_Basin_Mariner_k95_310828_flag=0_multi=3.9921_len=2370	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
102	Lau_Basin_Tahi_Moana_k95_899280_flag=0_multi=11.6161_len=1986	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
102	Lau_Basin_Tahi_Moana_vRhyme_bin_54	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
102	Lau_Basin_Kilo_Moana_vRhyme_bin_6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
102	Axial_Plume_vRhyme_bin_74	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
103	Lau_Basin_Mariner_k95_105654_flag=1_multi=7.2499_len=8386	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__Herelleviridae;g__;s__
103	Lau_Basin_Abe_vRhyme_bin_24	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
103	Lau_Basin_Tahi_Moana_vRhyme_bin_48	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
103	Guaymas_Basin_vRhyme_bin_58	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
103	Guaymas_Basin_vRhyme_bin_87	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
103	Lau_Basin_Kilo_Moana_vRhyme_bin_89	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
104	Brothers_NWCB_S139_NODE_4830_length_12814_cov_1.630173	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
104	Brothers_NWCB_S141_NODE_34556_length_3406_cov_15.626106	#N/A
104	Brothers_NWCB_S146_vRhyme_bin_181	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
104	Brothers_NWCB_S139_vRhyme_bin_211	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
104	Brothers_NWCB_S139_vRhyme_bin_212	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
104	Brothers_NWCB_S146_vRhyme_bin_78	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
105	ELSC_Bowl_M1_NODE_21904_length_1999_cov_1.519231	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
105	ELSC_Mariner_M10_NODE_1230_length_18919_cov_3.420338	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
105	ELSC_Mariner_M17_NODE_63812_length_2596_cov_4.121912	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
105	ELSC_Mariner_M17_vRhyme_bin_245	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
105	ELSC_Mariner_M17_vRhyme_bin_251	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
105	ELSC_Bowl_M1_vRhyme_bin_94	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
106	ELSC_Bowl_M2_NODE_49757_length_3805_cov_3.457858	r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Marseilleviridae;g__;s__
106	ELSC_Bowl_M2_vRhyme_bin_299	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
106	ELSC_Bowl_M1_vRhyme_bin_55	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
106	ELSC_Bowl_M1_vRhyme_bin_56	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
106	ELSC_Bowl_M1_vRhyme_bin_57	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
106	ELSC_Mariner_131-447_vRhyme_bin_90	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
107	Brothers_NWCA_S142_NODE_682_length_14559_cov_3.505335	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
107	Brothers_UC_S147_NODE_12968_length_2696_cov_43.400545	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
107	Brothers_NWCA_S145_vRhyme_bin_2	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
107	Brothers_UC_S011_vRhyme_bin_35	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
107	Brothers_NWCA_S145_vRhyme_bin_4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
107	Brothers_UC_S010_vRhyme_bin_86	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
108	Guaymas_4561-384_scaffold_17381_c1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
108	Guaymas_4571-419_scaffold_677_c1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
108	MAR_Lucky_356-284_vRhyme_bin_49	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
108	Guaymas_4561-380_vRhyme_bin_57	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
108	Brothers_NWCA_S013_vRhyme_bin_58	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
108	ELSC_Tui_Malila_132-544_vRhyme_bin_73	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
109	Brothers_NWCA_S143_NODE_641_length_28261_cov_3.321995	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
109	Brothers_NWCB_S140_NODE_7183_length_7295_cov_4.605887	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
109	Brothers_NWCB_S141_NODE_5247_length_11724_cov_3.263603	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
109	Brothers_NWCB_S140_vRhyme_bin_84	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
109	Brothers_NWCB_S140_vRhyme_bin_85	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
109	ELSC_Mariner_M10_vRhyme_bin_90	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
