user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
Brothers_S010_maxbin2_021	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	ANI	N/A	"GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 79.88, 0.61; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 79.59, 0.56; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 79.38, 0.56; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 78.47, 0.35; GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 77.41, 0.05"	63.87	11	0.9704504	Genome has more than 10.0% of markers with multiple hits
Brothers_S010_maxbin2_032	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__GRL18;g__GRL18;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	55.47	11	0.935331069	N/A
Brothers_S010_maxbin2_053_VB	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	70.14	11	0.868989133	N/A
Brothers_S010_maxbin2_054	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDL01;g__JAADDL01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	52.39	11	0.912832874	N/A
Brothers_S010_maxbin2_057	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	ANI	N/A	"GCA_013607775.1, s__Sulfurovum sp013607775, 95.0, 79.03, 0.28; GCA_004377245.1, s__Sulfurovum sp004377245, 95.0, 78.94, 0.25; GCA_002085305.1, s__Sulfurovum sp002085305, 95.0, 78.83, 0.36; GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 78.5, 0.24; GCA_011330645.1, s__Sulfurovum sp011330645, 95.0, 78.5, 0.25; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 78.42, 0.33; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 78.33, 0.31; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 78.33, 0.33; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 78.31, 0.33; GCF_000296775.1, s__Sulfurovum sp000296775, 95.0, 78.22, 0.23; GCA_003646505.1, s__Sulfurovum sp003646505, 95.0, 77.82, 0.23; GCA_013139765.1, s__Sulfurovum sp013139765, 95.0, 77.76, 0.24"	86.02	11	0.943990566	N/A
Brothers_S010_maxbin2_068	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__;s__	taxonomic novelty determined using RED	N/A	N/A	67.22	11	0.908954502	N/A
Brothers_S010_maxbin2_069	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	70.52	11	0.866252279	N/A
Brothers_S010_maxbin2_101	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__	N/A	N/A	N/A	N/A	N/A	GCA_002401635.1	95	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__GCA-2401635 sp002401635	77.79	0.39	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	51.64	11	0.931165046	N/A
Brothers_S010_metabat1_002_VB	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__GLR69;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.29	11	0.868569908	N/A
Brothers_S010_metabat1_003	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	ANI	N/A	"GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 79.69, 0.42; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 79.34, 0.4; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 79.13, 0.41; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 78.63, 0.33; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 78.48, 0.31; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 78.43, 0.29; GCA_002732645.1, s__Sulfurimonas sp002732645, 95.0, 78.35, 0.22; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 78.27, 0.26; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 78.24, 0.24; GCA_014381585.1, s__Sulfurimonas sp014381585, 95.0, 78.13, 0.22; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 78.12, 0.34; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.82, 0.25; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 77.76, 0.16; GCF_009068765.1, s__Sulfurimonas sp009068765, 95.0, 77.69, 0.18; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 77.59, 0.21; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 77.53, 0.21; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 77.26, 0.23; GCA_013607635.1, s__Sulfurimonas sp013607635, 95.0, 76.73, 0.22"	88.49	11	0.96410743	N/A
Brothers_S010_metabat1_004	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	taxonomic novelty determined using RED	N/A	N/A	79.57	11	0.876071895	N/A
Brothers_S010_metabat1_007	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__	taxonomic classification fully defined by topology	N/A	N/A	89.22	11	0.944544523	N/A
Brothers_S010_metabat1_012	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.37	11	0.909856887	N/A
Brothers_S010_metabat2_009	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__SZUA-53;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__;s__	taxonomic novelty determined using RED	N/A	N/A	59.78	11	0.8946253	N/A
Brothers_S010_metabat2_014	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	ANI	N/A	"GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 79.73, 0.46; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 79.65, 0.47; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 79.11, 0.47; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 78.3, 0.26; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 78.1, 0.23; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 78.08, 0.26; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 77.93, 0.26; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 77.75, 0.27; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.64, 0.17; GCF_009068765.1, s__Sulfurimonas sp009068765, 95.0, 77.48, 0.2; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.24, 0.16"	77.82	11	0.969937923	N/A
Brothers_S010_metabat2_021	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__SZUA-53;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__;s__	taxonomic novelty determined using RED	N/A	N/A	52.47	11	0.903303949	N/A
Brothers_S010_metabat2_026	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_013607665.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp013607665	81.63	0.62	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 80.43, 0.51; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 79.31, 0.42; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 78.32, 0.21; GCF_009068765.1, s__Sulfurimonas sp009068765, 95.0, 78.15, 0.34; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 77.88, 0.23; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 77.77, 0.21; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 77.73, 0.13; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.7, 0.15; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 77.59, 0.2; GCA_013607635.1, s__Sulfurimonas sp013607635, 95.0, 77.48, 0.25"	73.16	11	0.975827877	N/A
Brothers_S010_metabat2_031	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAAXPZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	81.02	11	0.876914001	N/A
Brothers_S010_metabat2_041	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.49	11	0.886669807	N/A
Brothers_S010_metabat2_046	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	ANI	N/A	"GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 78.69, 0.44; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 78.51, 0.35; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 78.36, 0.37; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 77.95, 0.24; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 77.94, 0.23; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.88, 0.25; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 77.79, 0.26; GCF_009068765.1, s__Sulfurimonas sp009068765, 95.0, 77.73, 0.33; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 77.72, 0.31; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 77.66, 0.23; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.6, 0.22; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 77.52, 0.21; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 77.46, 0.27; GCA_001829625.1, s__Sulfurimonas sp001829625, 95.0, 77.25, 0.1; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 77.07, 0.22; GCF_009883775.1, s__Sulfurimonas sp002452895, 95.0, 76.98, 0.1; GCA_001829785.1, s__Sulfurimonas sp001829785, 95.0, 76.41, 0.08"	65.34	11	0.957706413	N/A
Brothers_S010_metabat2_050	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	59.46	11	0.753550949	N/A
Brothers_S010_metabat2_063	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_009258225.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp009258225	78.09	0.26	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 78.3, 0.25; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 78.25, 0.26; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 77.95, 0.23; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 77.87, 0.23; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 77.84, 0.29; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 77.76, 0.25; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 77.64, 0.2; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 77.58, 0.21; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.58, 0.21; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.56, 0.21; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.48, 0.24; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 77.43, 0.24; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 76.9, 0.16"	90.07	11	0.939857895	N/A
Brothers_S010_metabat2_068	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marinosulfonomonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_003544895.1	95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marinosulfonomonas;s__Marinosulfonomonas sp003544895	89.26	0.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marinosulfonomonas;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_002732995.1, s__Marinosulfonomonas sp002732995, 95.0, 80.11, 0.6; GCA_001321835.1, s__Marinosulfonomonas sp001321835, 95.0, 78.76, 0.48; GCA_002748285.1, s__Marinosulfonomonas sp002748285, 95.0, 78.5, 0.44; GCA_002352425.1, s__Marinosulfonomonas sp002352425, 95.0, 78.34, 0.44; GCA_003535335.1, s__Marinosulfonomonas sp003535335, 95.0, 77.97, 0.4"	91.66	11	0.986035985	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S010_metabat2_077	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	ANI	N/A	"GCA_011330645.1, s__Sulfurovum sp011330645, 95.0, 80.5, 0.37; GCA_013607775.1, s__Sulfurovum sp013607775, 95.0, 80.21, 0.38; GCA_004377245.1, s__Sulfurovum sp004377245, 95.0, 79.2, 0.2; GCA_002733355.1, s__Sulfurovum sp002733355, 95.0, 78.93, 0.24; GCA_902727855.1, s__Sulfurovum sp902727855, 95.0, 78.82, 0.22; GCA_002085305.1, s__Sulfurovum sp002085305, 95.0, 78.77, 0.24; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 78.49, 0.26; GCF_000296775.1, s__Sulfurovum sp000296775, 95.0, 78.24, 0.2; GCA_003978375.1, s__Sulfurovum sp003978375, 95.0, 77.84, 0.25; GCA_013139765.1, s__Sulfurovum sp013139765, 95.0, 77.82, 0.21; GCA_003646505.1, s__Sulfurovum sp003646505, 95.0, 77.7, 0.2; GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 77.44, 0.09"	63.61	11	0.936638982	N/A
Brothers_S010_metabat2_078	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	68.75	11	0.849591859	N/A
Brothers_S010_metabat2_084	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__JAADIZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013151055.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__JAADIZ01;s__JAADIZ01 sp013151055	79	0.47	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	53.62	11	0.899786154	N/A
Brothers_S010_metabat2_085	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__GRL18;g__GRL18;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139395.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__GRL18;g__GRL18;s__GRL18 sp013139395	77.61	0.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	94.38	11	0.950659755	N/A
Brothers_S010_metabat2_086	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	66.29	11	0.873355759	N/A
Brothers_S010_metabat2_089	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139635.1	95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp013139635	81.13	0.67	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_002366685.1, s__UBA3077 sp002366685, 95.0, 78.14, 0.32"	66.85	11	0.978697308	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S011_maxbin2_001	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.08	11	0.909399721	N/A
Brothers_S011_maxbin2_022_VB	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	91.54	11	0.828486478	N/A
Brothers_S011_maxbin2_031	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__SZUA-53;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__;s__	taxonomic novelty determined using RED	N/A	N/A	48.44	11	0.900125553	N/A
Brothers_S011_maxbin2_052	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__	taxonomic classification fully defined by topology	N/A	N/A	71.27	11	0.932255037	Genome has more than 17.5% of markers with multiple hits
Brothers_S011_maxbin2_055	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_009258225.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp009258225	77.92	0.22	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 77.93, 0.26; GCA_002733945.1, s__Sulfurimonas sp002733945, 95.0, 77.83, 0.23; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 77.76, 0.2; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 77.74, 0.28; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 77.37, 0.21; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.35, 0.2; GCF_009192995.1, s__Sulfurimonas sp009192995, 95.0, 77.24, 0.24; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.23, 0.25; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.15, 0.21; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 77.07, 0.2; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 76.61, 0.13; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 76.49, 0.08"	70.4	11	0.941225597	N/A
Brothers_S011_metabat2_007	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__	taxonomic classification fully defined by topology	N/A	N/A	81.87	11	0.944635199	N/A
Brothers_S011_metabat2_014_VB	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	68.06	11	0.875246688	N/A
