user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
Brothers_S139_metabat2_090	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__S144-34;f__S144-34;g__S144-34;s__S144-34 sp015487895	GCA_015487895.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__S144-34;f__S144-34;g__S144-34;s__S144-34 sp015487895	98.1	0.82	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_130	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	62.92	11	0.86695	N/A
Brothers_S139_metabat2_132	d__Bacteria;p__KSB1;c__UBA2214;o__DRLW01;f__DRLW01;g__WFVT01;s__WFVT01 sp015491485	GCA_015491485.1	95	d__Bacteria;p__KSB1;c__UBA2214;o__DRLW01;f__DRLW01;g__WFVT01;s__WFVT01 sp015491485	97.95	0.859	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_137	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jhaorihella;s__	N/A	N/A	N/A	N/A	N/A	GCF_900108275.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jhaorihella;s__Jhaorihella thermophila	82.49	0.681	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jhaorihella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.76	11	0.97542	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S139_metabat2_153	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UM-FILTER-43-11;f__UM-FILTER-43-11;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016699515.1	95	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UM-FILTER-43-11;f__UM-FILTER-43-11;g__GCA-016699515;s__GCA-016699515 sp016699515	75.71	0.024	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UM-FILTER-43-11;f__UM-FILTER-43-11;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	52.41	11	0.81602	N/A
Brothers_S139_metabat2_157	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__SZUA-152;s__SZUA-152 sp015487095	GCA_015487095.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__SZUA-152;s__SZUA-152 sp015487095	98.9	0.922	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_158	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2100;g__S139-169;s__S139-169 sp015485505	GCA_015485505.1	95	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2100;g__S139-169;s__S139-169 sp015485505	99.65	0.87	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_159	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__SZUA-100;s__	N/A	N/A	N/A	N/A	N/A	GCA_024280375.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__SZUA-100;s__SZUA-100 sp024280375	77.73	0.297	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__SZUA-100;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_003232595.1, s__SZUA-100 sp003232595, 95.0, 76.99, 0.155"	84.17	11	0.94934	N/A
Brothers_S139_metabat2_164	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__GCA-2401725;s__GCA-2401725 sp015487235	GCA_015487235.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__GCA-2401725;s__GCA-2401725 sp015487235	99.37	0.938	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_194	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__S139-57;g__S139-57;s__S139-57 sp015485125	GCA_015485125.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__S139-57;g__S139-57;s__S139-57 sp015485125	99.19	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_196	d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__DRQF01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__DRQF01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	52.77	11	0.91053	N/A
Brothers_S139_metabat2_200	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.67	11	0.86467	N/A
Brothers_S139_metabat2_202	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_002733945.2, s__Sulfurimonas sp002733945, 95.0, 81.83, 0.709; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 81.34, 0.691; GCA_015663215.1, s__Sulfurimonas sp015663215, 95.0, 80.98, 0.535; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 80.61, 0.578; GCA_015488615.1, s__Sulfurimonas sp015488615, 95.0, 79.95, 0.487; GCA_018698455.1, s__Sulfurimonas sp018698455, 95.0, 79.37, 0.491; GCF_017357825.1, s__Sulfurimonas sp017357825, 95.0, 79.31, 0.487; GCA_024762745.1, s__Sulfurimonas sp024762745, 95.0, 79.05, 0.23; GCA_021157485.1, s__Sulfurimonas sp021157485, 95.0, 79.01, 0.383; GCA_002732645.1, s__Sulfurimonas sp002732645, 95.0, 78.94, 0.248; GCA_016764205.1, s__Sulfurimonas sp016764205, 95.0, 78.86, 0.239; GCA_021107375.1, s__Sulfurimonas sp021107375, 95.0, 78.84, 0.304; GCA_021766785.1, s__Sulfurimonas sp021766785, 95.0, 78.81, 0.5; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 78.62, 0.326; GCF_009192995.1, s__Sulfurimonas indica, 95.0, 78.5, 0.409; GCA_016744025.1, s__Sulfurimonas sp016744025, 95.0, 78.43, 0.348; GCA_018824795.1, s__Sulfurimonas sp018824795, 95.0, 78.39, 0.166; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 78.37, 0.27; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 78.36, 0.357; GCA_021157665.1, s__Sulfurimonas sp021157665, 95.0, 78.25, 0.387; GCA_016938175.1, s__Sulfurimonas sp016938175, 95.0, 78.23, 0.361; GCF_015265475.1, s__Sulfurimonas marisnigri, 95.0, 78.2, 0.339; GCA_014381585.1, s__Sulfurimonas ponti, 95.0, 78.18, 0.296; GCA_024635885.1, s__Sulfurimonas sp024635885, 95.0, 78.18, 0.209; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 78.17, 0.248; GCF_014905135.1, s__Sulfurimonas paralvinellae, 95.0, 78.14, 0.257; GCA_001829625.1, s__Sulfurimonas sp001829625, 95.0, 78.13, 0.23; GCA_015487265.1, s__Sulfurimonas sp015487265, 95.0, 78.11, 0.378; GCF_014905095.1, s__Sulfurimonas sp014905095, 95.0, 78.08, 0.309; GCF_014905115.1, s__Sulfurimonas sediminis, 95.0, 78.06, 0.235; GCA_015662405.1, s__Sulfurimonas autotrophica_A, 95.0, 78.04, 0.3; GCF_009068765.1, s__Sulfurimonas hydrogeniphila, 95.0, 78.02, 0.252; GCA_022712775.1, s__Sulfurimonas sp022712775, 95.0, 78.01, 0.261; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 77.95, 0.274; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 77.91, 0.33; GCA_024513425.1, s__Sulfurimonas sp024513425, 95.0, 77.9, 0.291; GCA_016937915.1, s__Sulfurimonas sp016937915, 95.0, 77.86, 0.165; GCA_021648285.1, s__Sulfurimonas sp021648285, 95.0, 77.82, 0.339; GCA_016744115.1, s__Sulfurimonas sp016744115, 95.0, 77.81, 0.33; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 77.76, 0.309; GCA_001829785.1, s__Sulfurimonas sp001829785, 95.0, 77.75, 0.183; GCF_015265455.1, s__Sulfurimonas baltica, 95.0, 77.7, 0.291; GCA_021648465.1, s__Sulfurimonas sp021648465, 95.0, 77.67, 0.309; GCA_024762705.1, s__Sulfurimonas sp024762705, 95.0, 77.66, 0.178; GCA_015487435.1, s__Sulfurimonas sp015487435, 95.0, 77.64, 0.3; GCA_018822665.1, s__Sulfurimonas sp018822665, 95.0, 77.61, 0.157; GCA_022712845.1, s__Sulfurimonas sp022712845, 95.0, 77.6, 0.317; GCF_009258225.1, s__Sulfurimonas lithotrophica, 95.0, 77.57, 0.217; GCA_014859695.1, s__Sulfurimonas sp014859695, 95.0, 77.52, 0.174; GCA_016735225.1, s__Sulfurimonas sp016735225, 95.0, 77.52, 0.248; GCA_021163845.1, s__Sulfurimonas sp021163845, 95.0, 77.51, 0.217; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.49, 0.252; GCA_021161305.1, s__Sulfurimonas sp021161305, 95.0, 77.48, 0.274; GCA_023228785.1, s__Sulfurimonas sp023228785, 95.0, 77.46, 0.283; GCA_015488855.1, s__Sulfurimonas sp015488855, 95.0, 77.44, 0.187; GCF_009258045.1, s__Sulfurimonas xiamenensis, 95.0, 77.43, 0.191; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 77.42, 0.222; GCA_002899765.1, s__Sulfurimonas sp002899765, 95.0, 77.4, 0.183; GCA_021732045.1, s__Sulfurimonas sp021732045, 95.0, 77.36, 0.204; GCA_001829675.1, s__Sulfurimonas sp001829675, 95.0, 77.34, 0.191; GCA_021648405.1, s__Sulfurimonas sp021648405, 95.0, 77.29, 0.226; GCA_945883795.1, s__Sulfurimonas crateris_A, 95.0, 77.26, 0.222; GCA_001829715.1, s__Sulfurimonas sp001829715, 95.0, 77.22, 0.191; GCA_019429335.1, s__Sulfurimonas sp019429335, 95.0, 77.22, 0.165; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.21, 0.248; GCA_945870785.1, s__Sulfurimonas crateris_B, 95.0, 77.15, 0.265; GCA_023229105.1, s__Sulfurimonas sp023229105, 95.0, 77.13, 0.213; GCA_023229025.1, s__Sulfurimonas sp023229025, 95.0, 77.1, 0.209; GCA_903903705.1, s__Sulfurimonas sp903903705, 95.0, 77.03, 0.13; GCA_018825665.1, s__Sulfurimonas sp018825665, 95.0, 77.03, 0.161; GCA_002452425.1, s__Sulfurimonas sp002452425, 95.0, 77.01, 0.126; GCA_002428085.1, s__Sulfurimonas sp002428085, 95.0, 77.0, 0.2; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 76.97, 0.27; GCF_005217605.1, s__Sulfurimonas crateris, 95.0, 76.9, 0.161; GCA_022729795.1, s__Sulfurimonas sp022729795, 95.0, 76.77, 0.187; GCA_013607635.1, s__Sulfurimonas sp013607635, 95.0, 76.59, 0.152"	62.56	11	0.97497	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S139_metabat2_209	d__Bacteria;p__Patescibacteria;c__ABY1;o__S139-126;f__S139-126;g__S139-126;s__S139-126 sp015485755	GCA_015485755.1	95	d__Bacteria;p__Patescibacteria;c__ABY1;o__S139-126;f__S139-126;g__S139-126;s__S139-126 sp015485755	99.24	0.756	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_215	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	70.86	11	0.77474	N/A
Brothers_S139_metabat2_221	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003696955.1	95	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__J032;s__J032 sp003696955	78.09	0.387	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	76.03	11	0.7694	N/A
Brothers_S139_metabat2_224	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672;s__	ANI	classification based on placement in class-level tree	"GCA_002747015.1, s__UBA1672 sp002747015, 95.0, 76.16, 0.112; GCA_023140905.1, s__UBA1672 sp023140905, 95.0, 76.11, 0.043; GCA_002401965.1, s__UBA1672 sp002401965, 95.0, 75.81, 0.089; GCA_002401695.1, s__UBA1672 sp002401695, 95.0, 75.75, 0.083; GCA_018399685.1, s__UBA1672 sp018399685, 95.0, 75.43, 0.069; GCA_023141075.1, s__UBA1672 sp023141075, 95.0, 75.41, 0.02; GCA_002320665.1, s__UBA1672 sp002320665, 95.0, 75.17, 0.057"	74.68	11	0.90931	N/A
Brothers_S139_metabat2_225	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__S012-90;s__S012-90 sp015487305	GCA_015487305.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__S012-90;s__S012-90 sp015487305	98.45	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_226	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__UBA3571;s__	N/A	N/A	N/A	N/A	N/A	GCA_013151115.1	95	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__UBA3571;s__UBA3571 sp013151115	89.58	0.725	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__Bipolaricaulales;f__Bipolaricaulaceae;g__UBA3571;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_024277405.1, s__UBA3571 sp024277405, 95.0, 86.12, 0.846; GCA_002011425.1, s__UBA3571 sp002011425, 95.0, 82.48, 0.857; GCA_002375995.1, s__UBA3571 sp002375995, 95.0, 82.35, 0.725; GCA_021163465.1, s__UBA3571 sp021163465, 95.0, 81.02, 0.626; GCA_002010365.1, s__UBA3571 sp002010365, 95.0, 80.35, 0.473"	47.69	11	0.98074	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S139_metabat2_232	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011051615.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__HyVt-448;s__HyVt-448 sp011051615	78.43	0.436	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.11	11	0.82244	N/A
Brothers_S139_metabat2_234	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__Oceanithermus desulfurans	GCF_014201675.1	95	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__Oceanithermus desulfurans	97.18	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S139_metabat2_236	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.84	11	0.70903	Genome has more than 11.7% of markers with multiple hits
Brothers_S139_metabat2_238	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__J048;f__J048;g__J048;s__	N/A	N/A	N/A	N/A	N/A	GCA_003695825.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__J048;f__J048;g__J048;s__J048 sp003695825	80.73	0.601	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__J048;f__J048;g__J048;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	66.59	11	0.92487	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S139_metabat2_261	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	N/A	N/A	N/A	N/A	N/A	GCA_015488295.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__GCA-2746365 sp015488295	85.42	0.648	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_024277705.1, s__GCA-2746365 sp024277705, 95.0, 79.0, 0.266; GCA_015222915.1, s__GCA-2746365 sp015222915, 95.0, 78.81, 0.22; GCA_011321985.1, s__GCA-2746365 sp011321985, 95.0, 78.79, 0.184; GCA_913065105.1, s__GCA-2746365 sp913065105, 95.0, 78.77, 0.283; GCA_015222965.1, s__GCA-2746365 sp015222965, 95.0, 78.69, 0.237; GCA_011051475.1, s__GCA-2746365 sp011051475, 95.0, 78.65, 0.214; GCA_024278435.1, s__GCA-2746365 sp024278435, 95.0, 78.51, 0.23; GCA_022712755.1, s__GCA-2746365 sp022712755, 95.0, 78.51, 0.155; GCA_013041745.1, s__GCA-2746365 sp013041745, 95.0, 78.32, 0.25; GCA_013138755.1, s__GCA-2746365 sp013138755, 95.0, 78.32, 0.135; GCA_002746365.1, s__GCA-2746365 sp002746365, 95.0, 78.16, 0.211; GCA_022340645.1, s__GCA-2746365 sp022340645, 95.0, 77.62, 0.201; GCA_016764035.1, s__GCA-2746365 sp016764035, 95.0, 77.44, 0.112; GCA_002401185.1, s__GCA-2746365 sp002401185, 95.0, 76.68, 0.089"	52.19	11	0.98761	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S139_metabat2_264	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalobacterales;f__Thiohalobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalobacterales;f__Thiohalobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.78	11	0.80068	N/A
Brothers_S139_metabat2_265	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2196;f__S139-112;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_015485695.1	95	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2196;f__S139-112;g__S139-113;s__S139-113 sp015485695	78.03	0.03	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2196;f__S139-112;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	47.61	11	0.77856	N/A
Brothers_S139_metabat2_267	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rubinisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rubinisphaera;s__	ANI	classification based on placement in class-level tree	"GCA_024278285.1, s__Rubinisphaera sp024278285, 95.0, 78.69, 0.385; GCA_015487825.1, s__Rubinisphaera sp015487825, 95.0, 77.65, 0.267; GCA_016765335.1, s__Rubinisphaera sp016765335, 95.0, 76.25, 0.091; GCF_007859715.1, s__Rubinisphaera italica, 95.0, 75.62, 0.05; GCA_002359185.1, s__Rubinisphaera sp002359185, 95.0, 75.56, 0.047; GCF_000165715.2, s__Rubinisphaera brasiliensis, 95.0, 75.53, 0.046; GCA_017795105.1, s__Rubinisphaera sp017795105, 95.0, 75.45, 0.033; GCF_022267515.1, s__Rubinisphaera margarita, 95.0, 75.34, 0.046; GCA_014584345.1, s__Rubinisphaera sp014584345, 95.0, 75.32, 0.047; GCA_003503535.1, s__Rubinisphaera sp003503535, 95.0, 75.29, 0.052; GCA_020426065.1, s__Rubinisphaera sp020426065, 95.0, 75.16, 0.027"	76.92	11	0.95823	N/A
Brothers_S139_metabat2_269	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__MONJU;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__MONJU;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_000801295.1, s__MONJU sp000801295, 95.0, 82.91, 0.685; GCA_019356535.1, s__MONJU sp019356535, 95.0, 82.11, 0.671; GCA_024762475.1, s__MONJU sp024762475, 95.0, 81.29, 0.655; GCA_003696905.1, s__MONJU sp003696905, 95.0, 81.22, 0.553; GCA_024510845.1, s__MONJU sp024510845, 95.0, 80.99, 0.439; GCA_024712425.1, s__MONJU sp024712425, 95.0, 80.71, 0.518"	61.85	11	0.93093	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S139_metabat2_274	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2196;f__S139-112;g__S139-112;s__S139-112 sp015485715	GCA_015485715.1	95	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2196;f__S139-112;g__S139-112;s__S139-112 sp015485715	99.25	0.854	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_002_VB	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAADGZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAADGZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	31.42	11	0.91177	N/A
Brothers_S140_maxbin2_006	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01;s__DRKI01 sp015484845	GCA_015484845.1	95	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01;s__DRKI01 sp015484845	99.49	0.92	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_030	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	57.14	11	0.8129	N/A
Brothers_S140_maxbin2_032	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas_A;s__Thermosulfurimonas_A sp015494725	GCA_015494725.1	95	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas_A;s__Thermosulfurimonas_A sp015494725	98.83	0.817	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_038	d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__Caldipriscus;s__Caldipriscus sp015492295	GCA_015492295.1	95	d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__Caldipriscus;s__Caldipriscus sp015492295	99.5	0.601	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_043	d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__DRQE01;g__DRQE01;s__DRQE01 sp011371515	GCA_011371515.1	95	d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__DRQE01;g__DRQE01;s__DRQE01 sp011371515	96.41	0.643	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_044	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	49.81	11	0.87307	Genome has more than 11.7% of markers with multiple hits
